Public ID,Organization,SystemType,SystemName,Model,Model MLC,Scenario,Result,number_of_nodes,host_processor_model_name,host_processors_per_node,accelerator_model_name,accelerators_per_node,Software,operating_system,notes,version,date,vdate,Units,Total Accelerators
2.1-0011,Dell,edge,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Single Stream,8.61852,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.2; CUDA 11.6,,,v2.1,9/8/2022,Inference v2.1,latency in ms,1.0
2.1-0011,Dell,edge,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Single Stream,1.734810684,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.2; CUDA 11.6,,,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,1.0
2.1-0011,Dell,edge,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,245.351,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.2; CUDA 11.6,,,v2.1,9/8/2022,Inference v2.1,samples/s,1.0
2.1-0011,Dell,edge,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,284.6892113,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.2; CUDA 11.6,,,v2.1,9/8/2022,Inference v2.1,System Power (W),1.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Single Stream,0.412072,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Single Stream,0.0933677113,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Multi Stream,0.871975,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Multi Stream,0.2143013221,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Offline,79515.2,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),ResNet,ResNet,Offline,472,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Single Stream,7.297421,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Single Stream,1.741017536,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Offline,2923.32,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,4.0
2.1-0017,Dell,edge,Dell PowerEdge R7515 (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Offline,475.744479,1.0,AMD EPYC 7542 32-Core Processor,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Single Stream,0.61568,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Single Stream,0.1303178868,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Multi Stream,0.65895,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Multi Stream,0.182946815,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Offline,77652.4,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),ResNet,ResNet,Offline,450.9880734,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Single Stream,7.311144,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Single Stream,1.761799536,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Offline,2863.63,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,4.0
2.1-0054,HPE,edge,HPE ProLiant e920d (4x QAIC100 Standard),BERT-99.0,BERT-99.0,Offline,418.3941486,1.0,Intel(R) Xeon(R) Platinum 8351N CPU @ 2.40GHz,1.0,QUALCOMM Cloud AI 100 PCIe/HHHL Standard,4.0,Qualcomm Cloud AI SDK v1.7.1,,With 75W Accelerator TDP constraints. Powered by MLCommons Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),4.0
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,126.033728,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,0.8461983262,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,1262.03208,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,6.76958661,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,10.5327,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,
2.1-0064,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,8.911936667,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,82.911012,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,1.0
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,0.5806413382,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,1.0
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,714.10776,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,1.0
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,4.645130706,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,1.0
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,13.0005,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,1.0
2.1-0065,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,7.546878333,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,ARM Mali-G610 MP4,1.0,ArmNN v22.05 (OpenCL),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),1.0
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,129.23863,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Single Stream,1.407029278,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,1198.39012,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Multi Stream,11.25623422,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,8.39339,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,samples/s,
2.1-0066,Krai,edge,Firefly-RK3588S (firefly),ResNet,ResNet,Offline,11.808665,1.0,RockChip RK3588S: Arm Cortex-A76 (big); Arm Cortex-A55 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System Power (W),
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,340.861392,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,1.742353722,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,2763.828472,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,13.93882978,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,2.94902,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,samples/s,
2.1-0067,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,5.138043333,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,ArmNN v22.05 (Neon),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System Power (W),
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,262.174704,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,1.0
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,1.010994632,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,1.0
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,2154.654848,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,1.0
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,8.087957052,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,1.0
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,3.8449,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,samples/s,1.0
2.1-0068,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,3.886931667,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,Arm Mali-G52 MP6 GPU,1.0,ArmNN v22.05 (OpenCL),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System Power (W),1.0
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,284.921269,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Single Stream,2.238513706,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,3132.298432,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Multi Stream,17.90810965,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,3.56707,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,samples/s,
2.1-0069,Krai,edge,Odroid N2+ (odroid),ResNet,ResNet,Offline,7.984507488,1.0,Amlogic S922X (12nm): Arm Cortex-A73 MP4 (big); Arm Cortex-A53 MP2 (LITTLE),1.0,,,TFLite v2.7.1 (ruy),,https://wiki.odroid.com/odroid-n2/software,v2.1,9/8/2022,Inference v2.1,System Power (W),
2.1-0070,Krai,edge,NVIDIA Jetson AGX Orin,ResNet,ResNet,Single Stream,34.522334,1.0,Arm Cortex-A78AE v8.2,1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,latency in ms,
2.1-0070,Krai,edge,NVIDIA Jetson AGX Orin,ResNet,ResNet,Single Stream,0.9773170432,1.0,Arm Cortex-A78AE v8.2,1.0,,,ArmNN v22.05 (Neon),,Powered by Collective Knowledge v2.6.1,v2.1,9/8/2022,Inference v2.1,System energy (J) per stream*,
