Public ID,Organization,SystemType,SystemName,Model,Model MLC,Scenario,Result,number_of_nodes,host_processor_model_name,host_processors_per_node,accelerator_model_name,accelerators_per_node,Software,operating_system,notes,version,date,vdate,Units,Total Accelerators
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),RNN-T,RNN-T,Offline,1006.3,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,samples/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),RNN-T,RNN-T,Offline,306.5049008,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Server,149.993,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,queries/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Server,279.3510309,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,244.643,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,samples/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,302.861365,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Server,59.9971,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,queries/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Server,222.3039563,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Offline,119.573,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,samples/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Offline,293.0224434,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Server,11989.8,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,queries/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Server,219.9021833,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Offline,22034.9,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,samples/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Offline,293.295968,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Server,11989.8,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,queries/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Server,219.9021833,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Offline,22034.9,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,samples/s,1.0
2.0-022,Dell,datacenter,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Offline,293.295968,1.0,Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1.0,NVIDIA A2,1.0,TensorRT 8.4.0; CUDA 11.6,,,v2.0,4/27/2022,Inference v2.0,System Power (W),1.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),3D-UNet-99.0,3D-UNet-99.0,Offline,22.8274,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),3D-UNet-99.0,3D-UNet-99.0,Offline,3378.849351,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),3D-UNet-99.9,3D-UNet-99.9,Offline,22.8274,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),3D-UNet-99.9,3D-UNet-99.9,Offline,3378.849351,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),RNN-T,RNN-T,Server,81993.6,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,queries/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),RNN-T,RNN-T,Server,3393.748,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),RNN-T,RNN-T,Offline,97064.5,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),RNN-T,RNN-T,Offline,3419.545147,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Server,16489.7,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,queries/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Server,3373.143636,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,23898.3,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.0,BERT-99.0,Offline,3419.123485,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Server,8244.89,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,queries/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Server,3409.410579,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Offline,11883.2,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),BERT-99.9,BERT-99.9,Offline,3431.658584,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Server,1400980,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,queries/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Server,3067.569833,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Offline,2124460,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.0,DLRM-99.0,Offline,3266.607891,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Server,1400980,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,queries/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Server,3067.569833,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Offline,2124460,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,samples/s,8.0
2.0-032,Fujitsu,datacenter,PRIMERGY GX2570M6 (8x A100-SXM-40GB; MaxQ; TensorRT),DLRM-99.9,DLRM-99.9,Offline,3266.607891,1.0,Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2.0,NVIDIA A100-SXM4-40GB,8.0,TensorRT 8.4.0; CUDA 11.6,,Maximum GPU power is limitted to 275W with nvidia-smi command,v2.0,4/27/2022,Inference v2.0,System Power (W),8.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),ResNet,ResNet,Server,265029,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,queries/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),ResNet,ResNet,Server,1348.775167,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),ResNet,ResNet,Offline,311873,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,samples/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),ResNet,ResNet,Offline,1532.393643,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),SSD-Large,SSD-Large,Server,6078.03,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,queries/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),SSD-Large,SSD-Large,Server,1493.6235,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),SSD-Large,SSD-Large,Offline,6155.78,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,samples/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),SSD-Large,SSD-Large,Offline,1507.102899,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.0,BERT-99.0,Server,9594.98,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,queries/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.0,BERT-99.0,Server,1361.895667,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.0,BERT-99.0,Offline,10045.8,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,samples/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.0,BERT-99.0,Offline,1371.413344,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.9,BERT-99.9,Server,4448.17,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,queries/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.9,BERT-99.9,Server,1215.170667,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.9,BERT-99.9,Offline,4629.87,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,samples/s,16.0
2.0-035,GIGABYTE,datacenter,Gigabyte G292-Z43 (16x QAIC100; EE),BERT-99.9,BERT-99.9,Offline,1203.724776,1.0,AMD EPYC 7713 64-Core Processor,2.0,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16.0,Qualcomm Cloud AI SDK v1.6.80,,With 75W Accelerator TDP constraints. Powered by Collective Knowledge v2.6.1,v2.0,4/27/2022,Inference v2.0,System Power (W),16.0
